,predict,actual
19467,52009.80619549903,60466
23685,24573.965307018138,27148
20343,6610.799440866525,6170
6088,38649.5399018952,41956
18239,33587.96032656022,35786
18969,11585.221897141822,9872
6889,30621.518653611794,30850
24430,907.3683886356054,6170
15502,33386.02091453141,33318
2669,40845.64751029615,38254
2147,22066.2036368569,17276
24490,27884.416982056962,22212
22244,9462.571113118158,8638
14996,32162.074490434406,32084
5741,31419.253307524054,27148
1566,34656.13586591325,30850
8052,15606.13881476089,11106
14145,14707.434454834223,16042
457,19883.796323138336,16042
4263,30121.737766777427,37020
20587,53550.36203232164,64168
20235,18471.610781694915,19744
5554,19329.10196530207,22212
21092,32162.074490434406,30850
19661,14707.434454834223,14808
17665,7821.1578625534785,7404
24917,21295.981864581765,18510
23510,31818.064488344015,35786
7921,27756.046686677775,30850
2238,42555.786818817454,45658
953,6638.312322503648,9872
8712,21153.91127452019,23446
5142,11159.010126957084,9872
7678,37521.60783284728,30850
14195,29195.520525213633,32084
24086,24289.82412689498,24680
11871,7922.0152762955395,8638
2910,19099.76196390847,22212
11583,43082.96829501661,43190
23465,38832.82366827629,35786
21890,36439.731998811854,35786
7913,39575.64485118664,38254
6213,28209.77133849964,28382
3684,8036.68527699234,8638
13466,29324.00311286517,24680
20168,41913.93534192151,38254
8119,23350.018882921137,22212
21636,7692.675274901942,7404
14653,24060.48412550138,28382
17274,35013.84616268604,34552
6558,24573.965307018138,20978
12576,34656.13586591325,32084
4029,25344.299371565616,24680
20096,40717.3895071893,41956
6075,43440.678591789394,43190
19653,36710.17288425263,32084
21028,22735.567995389967,20978
4390,37406.93783215048,34552
17293,61876.33704768294,65402
9194,21795.762751416132,17276
18727,35981.05199602466,37020
21440,40460.53662415858,39488
20890,34412.98327756492,32084
5521,2076.5136340030404,7404
599,53165.13885391174,56764
21165,7807.345275598741,6170
24888,37406.93783215048,32084
9869,54632.23786635706,54296
21499,9861.49458621046,9872
8780,45792.669377206665,40722
11917,39204.12196745913,38254
8422,30277.5086515214,25914
23500,5070.2436040439125,6170
11389,24505.463833606187,28382
24301,28182.370749134858,33318
9337,15051.44445692462,17276
5760,30763.589243673374,27148
64,32162.074490434406,32084
19914,44907.77760423474,49360
23115,36095.72199672146,39488
4920,27613.976096616192,24680
6244,24803.305308411735,22212
11884,29424.97281887958,28382
16381,50327.06747634248,48126
9826,20869.657802124682,16042
7761,37865.61783493767,35786
24684,6610.799440866525,7404
19366,20869.657802124682,16042
15861,50056.62659090172,53062
4946,18017.88612987305,13574
836,10773.786948547173,7404
18015,37750.94783424088,40722
23076,-390.1471521110201,7404
5485,33473.290325863425,34552
16506,17903.216129176253,20978
22735,35527.32734420279,33318
16054,22066.2036368569,24680
9692,32061.10478442,29616
16,11855.662782582589,14808
1650,-2201.1438743744015,7404
61,44995.04701556675,54296
1916,39291.50367106348,38254
19442,30135.43806145982,28382
17485,30277.5086515214,33318
5938,15166.114457621421,12340
11680,11058.040420942674,9872
5237,11970.33278327939,9872
18943,15619.839109443283,18510
2657,18017.88612987305,17276
5378,47475.295804090856,49360
6817,34669.836160595645,32084
13043,10659.116947850374,6170
19838,23606.759473679514,19744
16356,51881.323607847495,54296
3309,37636.277833544074,39488
19605,35054.947046733214,32084
21950,25289.385900563713,25914
22407,25999.85114314395,23446
24886,23093.27829216276,22212
3488,27783.447276042552,28382
8283,15835.478816154491,14808
9646,36081.909409766726,35786
14076,19512.38573168316,20978
13265,36095.72199672146,35786
7273,19654.45632174474,25914
3559,43853.30235956409,48126
11534,17444.536126389055,14808
5323,17903.216129176253,13574
20858,2447.811933185876,3702
21604,27499.306095919394,28382
17809,40602.7195064925,45658
17772,17903.216129176253,12340
3665,55274.08934325301,54296
6609,19613.35543769757,14808
17547,18017.88612987305,19744
11612,24931.675603790925,25914
7735,25999.85114314395,23446
4502,36480.83288285903,41956
15530,49327.50570267375,59232
12227,33358.62032516662,27148
21866,33243.95032446983,34552
7867,50239.91035728282,50594
18815,27013.113211495074,23446
18952,35981.05199602466,38254
18608,20754.987801427884,17276
11217,12213.48537162772,8638
19349,42285.345933376695,38254
19743,25289.385900563713,28382
19737,29080.962816789182,30850
22041,4029.580946328008,6170
15917,37406.93783215048,41956
19484,28966.292816092384,29616
4663,3630.76976550805,7404
20621,24573.965307018138,22212
22944,35981.05199602466,38254
4637,24573.965307018138,24680
16430,25202.116489231692,22212
16559,13625.558620798802,11106
23349,6496.129440169726,6170
1994,37865.61783493767,37020
24583,43225.15117735054,39488
23873,36223.979999828305,38254
11880,37865.50554266533,38254
519,34385.582688200135,41956
23066,18870.421962514873,19744
6248,33129.280323773026,32084
23622,45535.92878644829,45658
6682,3772.840355569629,6170
5224,27540.406979966563,25914
19598,23790.04324006061,23446
14038,34513.95298357933,37020
14019,53091.682029534444,59232
6020,32162.074490434406,28382
3420,56200.19429254447,60466
13175,18943.9910791645,18510
12666,37352.02436114857,34552
20395,24917.975309108533,25914
19868,22180.8736375537,16042
5463,15051.44445692462,16042
22394,36297.661408750275,32084
9569,50469.250358676414,53062
65,42143.16305104277,34552
16123,23803.743534743004,24680
5857,49130.52164161027,51828
24042,37792.048718288046,30850
9196,9347.901112421358,7404
5321,21722.193634766503,24680
11566,27769.74698136016,30850
3549,25999.85114314395,22212
15493,54875.16587016071,64168
14852,37865.61783493767,39488
9789,10030.96576563682,9872
589,31575.024192268025,25914
5982,21951.5336361601,19744
16216,54334.28409927917,62934
21744,34899.17616198924,32084
23629,27769.74698136016,23446
6673,33202.84944042265,30850
7342,55388.7593439498,57998
12223,7463.335273508344,7404
24324,34784.50616129244,37020
14239,33486.99062054581,29616
21558,6152.1194380793295,8638
4493,24917.975309108533,23446
4664,27540.406979966563,25914
5682,42143.27534331511,44424
17706,59496.833380628545,59232
15010,6509.942027124458,9872
208,4955.573603347113,6170
9807,21836.8636354633,22212
9587,26458.53114593115,24680
11736,30277.5086515214,32084
2890,15248.428517988104,18510
11139,29209.333112168373,30850
5116,13309.061500345533,19744
13377,16133.320290960039,18510
18633,2333.2542247614188,7404
24232,33243.95032446983,35786
22252,33358.62032516662,34552
4984,27540.406979966563,28382
11319,3901.210650948819,6170
6045,24688.635307714936,29616
17528,24917.975309108533,20978
12231,33074.479145043464,30850
12573,21795.762751416132,25914
17139,39291.50367106348,48126
18996,10659.116947850374,6170
481,34669.836160595645,32084
2223,22180.8736375537,18510
13061,31932.73448904081,34552
10803,41913.93534192151,39488
9644,34899.17616198924,35786
22125,20410.977799337485,24680
17243,54462.654394658355,51828
8296,38163.45930974322,38254
11353,55915.94082014896,64168
6935,40873.16039193327,40722
9094,26458.53114593115,24680
12592,11855.662782582589,11106
24938,21836.8636354633,19744
7503,33500.69091522821,29616
9269,27499.306095919394,28382
18786,33060.66655808873,30850
798,23262.749471589115,22212
13260,26201.678262900426,20978
19672,59551.74685163046,60466
4139,29080.962816789182,30850
20682,7949.528157932668,8638
2778,25147.315310502134,20978
13064,27026.813506177466,23446
21954,48502.37045939672,49360
12346,27554.107274648955,29616
19731,10659.116947850374,8638
13139,4928.285306254676,17276
16052,40630.12009585729,39488
7540,30621.518653611794,28382
10708,39291.50367106348,33318
5166,58396.3019009454,59232
15691,15166.114457621421,12340
21296,36095.72199672146,38254
19771,37406.93783215048,44424
10991,2447.811933185876,3702
11655,29080.962816789182,28382
22039,40359.56691814417,37020
16916,49799.886000143335,51828
24084,19214.431964605268,22212
1787,38264.42901575763,34552
8915,24445.595011638947,27148
22756,39332.60455511066,34552
12825,24817.005603094127,28382
4115,33702.51803498467,25914
4819,18714.6510777709,23446
17974,39034.65078803277,30850
15264,11970.33278327939,11106
21447,43298.608001727815,45658
4711,17903.216129176253,17276
24064,28851.622815395585,29616
10186,37278.56753677129,40722
19616,53990.27409718877,62934
6768,48103.446986304414,50594
1636,42555.786818817454,39488
4608,30736.188654308597,29616
3864,52124.47619619583,61700
7976,49813.58629482573,61700
8759,28012.787277436153,30850
1235,20484.546915987114,18510
9521,39176.83367036669,38254
2670,32304.14508049599,28382
7238,61248.07357319703,59232
8186,28581.181929954815,33318
12210,33473.290325863425,37020
9424,20356.176620607926,23446
13783,56172.68141090733,59232
20633,27783.447276042552,25914
19943,25614.740257006382,28382
14437,43454.49117874414,50594
18864,30506.848652914996,33318
14094,18187.469601571753,22212
7084,38947.49366897309,39488
16748,12213.48537162772,9872
11261,8036.68527699234,6170
22541,12085.002783976188,6170
18824,32932.40855498189,33318
4168,28966.292816092384,27148
11053,9462.571113118158,6170
12252,34784.50616129244,38254
23441,33587.96032656022,35786
12255,43880.702948928876,48126
3818,40446.83632947619,41956
2232,16018.65029026324,17276
21342,13510.888620102003,9872
3182,23492.089472982712,22212
24475,37521.60783284728,38254
20390,33129.280323773026,39488
18682,40643.82039053967,39488
17375,50313.3671816601,60466
15023,20869.657802124682,14808
11484,37750.94783424088,35786
771,6807.783501930006,8638
8627,26343.861145234347,24680
13351,19329.10196530207,14808
22786,52766.32767309177,48126
11033,38305.5298998048,43190
18913,23492.089472982712,27148
8225,27384.63609522259,28382
393,4611.563601256716,4936
2043,6381.459439472927,6170
10101,8206.268748691045,7404
24309,19842.695439091167,20978
986,27655.07698066336,29616
10390,18017.88612987305,17276
22753,40717.3895071893,38254
12419,33587.96032656022,35786
9735,51780.353901833085,54296
17984,31960.13507840559,28382
5187,30635.218948294187,30850
12364,12199.672784672986,11106
14089,30249.995769884277,24680
13156,13625.558620798802,8638
16631,24917.975309108533,24680
1002,37008.01435905817,40722
19360,36425.91941185712,37020
15533,17444.536126389055,19744
17262,32047.40448973761,30850
11425,56388.321117618536,59232
23554,39190.53396504907,37020
10765,41244.57098338845,38254
23889,19842.695439091167,20978
3522,25032.645309805335,22212
791,54618.42527940233,50594
3984,43339.821178047336,48126
14870,6679.413206550817,7404
12749,43170.23770634862,40722
19553,24904.275014426148,25914
15038,5184.913604740711,6170
22611,54888.978457115445,55530
24403,29567.04340894116,25914
5036,20410.977799337485,23446
13717,14707.434454834223,18510
21814,31905.221607403688,29616
9622,40717.3895071893,39488
18487,15051.44445692462,9872
24549,36609.20317823822,35786
15908,907.3683886356054,8638
137,13011.107733267638,14808
12955,20410.977799337485,20978
13150,33899.61438832051,30850
11483,31189.913306130456,27148
19676,31432.953602206446,32084
3444,54517.56786566026,54296
14727,26229.191144537548,23446
4976,23336.318588238744,27148
6498,30506.848652914996,34552
14576,23606.759473679514,19744
17755,16592.000293747238,14808
21684,-2201.1438743744015,14808
18900,25999.85114314395,25914
196,20410.977799337485,17276
10206,32047.40448973761,25914
4658,16477.33029305044,19744
4112,20296.307798640686,17276
19113,60436.63862460239,60466
6737,3887.5103562664285,6170
162,27655.07698066336,28382
10262,24917.975309108533,19744
17841,24890.462427471408,25914
14587,19640.75602706235,24680
11741,6523.642321806849,8638
18895,27425.736979269765,30850
17080,39034.65078803277,34552
2795,9347.901112421358,6170
16675,12254.58625567489,16042
6484,12199.672784672986,12340
16152,39960.75573732421,45658
15576,31249.669835825352,28382
10628,6509.942027124458,8638
19858,36325.06199811506,37020
16162,38562.27049056318,39488
1547,31689.694192964827,29616
14419,42143.16305104277,39488
6621,16477.33029305044,9872
2705,36439.731998811854,39488
5165,22850.237996086766,19744
4843,26114.52114384075,33318
8614,31804.364193661622,37020
18934,47617.47868642478,51828
1911,32061.10478442,27148
15593,34784.50616129244,28382
19538,34555.16615989884,37020
22907,9503.784289437672,7404
13178,12456.52566770371,7404
7584,12382.95655105408,8638
20407,10773.899240819517,11106
706,24917.975309108533,18510
74,20640.31780073108,20978
14765,27756.046686677775,28382
9933,9462.571113118158,11106
23648,23478.389178300324,25914
22195,6381.459439472927,7404
21422,55287.7896379354,55530
3403,7922.127568567888,7404
20779,3415.130058796842,6170
4910,18687.250488406124,17276
19261,39176.83367036669,37020
15284,10672.929534805107,8638
10131,23207.948292859557,25914
21222,17444.536126389055,19744
15722,30621.518653611794,29616
15517,18870.421962514873,16042
6974,20296.307798640686,18510
7763,20296.307798640686,20978
17009,37521.49554057493,33318
516,28668.339049014485,28382
7046,24803.305308411735,24680
21402,26343.861145234347,25914
17010,43454.49117874414,40722
19411,29993.2551791259,30850
8532,11970.33278327939,6170
21344,20754.987801427884,20978
16458,10544.446947153576,9872
16765,29878.69747070144,33318
16970,18870.421962514873,14808
17479,54733.09528009912,54296
2052,27655.07698066336,29616
21967,27769.74698136016,30850
18,44252.11354038405,46892
17844,31176.213011448068,38254
9480,20640.31780073108,14808
4011,23721.429474376313,18510
8120,35811.5808165983,32084
21518,48273.03045800312,51828
18397,27655.07698066336,30850
24909,26756.484913009037,27148
16823,34642.323278958516,38254
214,30506.848652914996,33318
24054,39960.75573732421,40722
14034,29310.302818182783,25914
21329,34628.73527654847,34552
20665,29080.962816789182,25914
11792,5340.796781757023,8638
24119,42028.60534261831,40722
3372,26114.52114384075,28382
22083,33716.33062193941,34552
22296,-1944.4032836160227,9872
5951,16862.55347146035,13574
16306,6294.3023204132505,7404
21101,24573.965307018138,22212
23990,18017.88612987305,18510
7174,36622.9034729206,40722
6209,7733.88845122146,8638
14674,41913.93534192151,38254
19773,30506.848652914996,33318
15309,21653.692161354553,18510
12941,49671.51570476415,54296
23643,27769.74698136016,23446
4382,53550.2497400493,62934
17595,30277.5086515214,35786
9061,40258.709504402104,43190
10644,43569.16117944093,43190
9348,43096.668589698995,43190
11629,39818.68514726263,37020
17271,30121.737766777427,27148
12673,23606.759473679514,22212
8449,58625.641902339,65402
9769,14193.953273317466,17276
19855,21823.051048508565,23446
12549,14936.774456227822,13574
15120,47062.7843285885,50594
22950,29195.63281748598,23446
15008,19484.98514231838,17276
10853,40373.37950509891,35786
20303,31932.73448904081,25914
23501,27783.447276042552,29616
24958,44609.823837156844,43190
24238,40717.3895071893,37020
7199,25844.08025839998,22212
13961,10888.456949243973,9872
799,44995.04701556675,48126
4793,6381.459439472927,7404
16908,31932.73448904081,28382
15202,21836.8636354633,16042
14061,32432.51537587518,30850
8541,42954.59799963742,43190
14687,42129.46275636038,34552
16422,37649.97812822647,34552
19902,22079.90393153929,23446
1173,32162.074490434406,30850
4672,19329.10196530207,18510
13847,46306.15055872342,51828
6914,29080.962816789182,29616
18420,32675.555671951162,30850
1136,33129.280323773026,39488
15804,30392.178652218197,32084
18659,-390.1471521110201,6170
3015,7463.335273508344,7404
16365,33587.96032656022,32084
7322,33587.96032656022,33318
14099,34899.17616198924,34552
16255,41271.97157275323,48126
7846,29310.302818182783,32084
12140,9361.713699376092,7404
24044,39062.163669669884,35786
495,19214.431964605268,17276
23264,37021.82694601291,34552
15562,14267.522389967096,18510
24587,38690.753078214715,35786
12692,39176.83367036669,34552
24499,18985.09196321167,20978
16033,58896.08278777977,62934
3634,25843.96796612764,25914
23214,28723.2525200164,29616
8556,12328.155372324522,11106
2054,50212.39747564569,51828
17159,17788.54612847945,22212
5129,9118.56111102776,9872
8122,30864.558949687787,30850
15982,27769.74698136016,24680
2294,33587.96032656022,35786
5503,46718.77432649811,45658
380,30277.5086515214,34552
4172,41528.71216351161,39488
1317,46407.12026473783,51828
641,-1944.4032836160227,7404
23283,20126.836619214326,22212
24247,9462.571113118158,6170
8870,3800.24094493441,6170
17736,35554.84022583992,32084
2241,33129.280323773026,30850
6701,58882.38249309738,59232
2359,39305.20396574587,34552
5750,15051.44445692462,9872
5297,31703.394487647212,35786
19110,17673.876127782652,13574
9279,21080.342157870557,28382
995,37865.61783493767,35786
5261,30392.178652218197,29616
17901,12085.002783976188,8638
24928,25032.645309805335,22212
16997,30080.63688273026,27148
19111,41799.26534122472,50594
9757,39062.163669669884,40722
22678,10544.559239425917,11106
680,15505.169108746484,16042
2508,26229.191144537548,27148
5044,26073.42025979358,29616
21371,33473.290325863425,34552
6802,32932.29626270954,38254
17962,24688.635307714936,19744
21805,5185.025897013054,14808
10746,18288.439307586166,18510
13174,9118.56111102776,7404
8987,51881.323607847495,56764
14292,28851.622815395585,22212
11745,11740.99278188579,9872
16981,29424.97281887958,33318
6745,36325.06199811506,35786
3273,32047.40448973761,33318
10857,12085.002783976188,6170
10822,33243.95032446983,37020
23163,36325.06199811506,33318
1550,11842.074780172543,7404
4379,9490.083994755281,8638
10370,38035.089014364035,41956
16169,39291.50367106348,39488
16116,48502.37045939672,45658
4632,30621.518653611794,27148
19863,59822.187737071225,66636
10627,7922.0152762955395,8638
4691,31689.58190069248,33318
8816,-390.1471521110201,7404
22769,18870.421962514873,18510
22605,16078.51911223048,16042
8589,10888.456949243973,8638
823,24276.01153994024,24680
24096,18673.550193723735,16042
17680,36439.731998811854,38254
2518,41799.26534122472,39488
19575,36054.50882040195,38254
9739,34784.50616129244,35786
13122,29452.37340824436,23446
23065,15051.44445692462,16042
24008,15051.44445692462,8638
7544,26343.861145234347,25914
18758,22836.53770140438,20978
3232,32345.24596454316,34552
15015,19214.431964605268,20978
20767,32088.50537378478,27148
6078,26343.861145234347,25914
16534,22194.57393223609,24680
5284,17444.536126389055,17276
24568,31703.394487647212,30850
10573,6725.469441563325,3702
18120,43569.16117944093,43190
14665,12213.48537162772,12340
6723,29378.916583867074,33318
13948,23005.896588558397,23446
22235,9347.901112421358,7404
14053,56172.79370317968,61700
24147,29108.363406153963,29616
4808,38832.82366827629,38254
4148,16592.000293747238,11106
6983,41684.595340527914,49360
22366,18985.09196321167,23446
19384,14936.774456227822,14808
3748,17673.876127782652,16042
23258,15363.098518684903,18510
11657,34899.17616198924,29616
19819,16477.33029305044,17276
11005,41629.681869526015,39488
8252,26343.861145234347,32084
7194,33500.69091522821,35786
24665,38832.82366827629,38254
8835,48374.000164017525,54296
2655,32189.475079799187,32084
2239,39933.355147959424,41956
16290,30736.188654308597,33318
5823,32061.10478442,30850
23762,60963.93239307387,62934
16319,38635.83960721281,33318
17940,9462.571113118158,11106
725,27425.736979269765,23446
10792,20227.806325228736,17276
2429,36210.39199741826,30850
12222,25046.345604487724,27148
3358,12314.342785369787,8638
10927,40488.0495057957,37020
6631,21465.453044008125,22212
19945,27425.736979269765,24680
1996,22620.89799469317,17276
12229,12085.002783976188,7404
2391,25147.315310502134,25914
12304,29039.861932742013,27148
5048,21011.72839218626,23446
5853,30149.138356142208,25914
4035,56658.76200305931,56764
20434,1021.9260970600616,3702
16735,43339.821178047336,41956
5356,43454.37888647178,37020
4297,43110.48117665374,43190
15294,10659.116947850374,8638
21079,33743.73121130419,32084
19351,37406.93783215048,30850
14928,38649.5399018952,38254
21592,7692.7875671742895,7404
13469,-403.95973906575216,3702
15373,54719.39498541674,60466
9798,31932.73448904081,30850
13115,20754.987801427884,16042
10060,45292.8884903723,49360
13321,50441.737477039285,57998
5253,54861.57786775066,56764
6423,35825.16881900835,39488
15497,25999.85114314395,27148
18310,17132.99435690112,18510
11582,16018.65029026324,17276
2614,40373.37950509891,35786
17388,35013.84616268604,32084
1495,34784.50616129244,39488
7368,31932.73448904081,39488
8245,48117.25957325915,56764
13048,44609.823837156844,48126
4960,37521.60783284728,35786
18954,23262.749471589115,24680
6722,33129.280323773026,32084
18889,34784.50616129244,34552
5075,9233.231111724559,7404
20080,27769.74698136016,28382
22355,20525.647800034283,23446
21132,34555.16615989884,32084
14123,14010.781799208718,11106
18537,53550.36203232164,53062
14813,3401.429764114452,6170
21404,35041.24675205082,32084
17096,23377.419472285914,24680
1984,15606.13881476089,16042
17258,27884.416982056962,23446
23152,49158.03452324739,51828
15441,26114.52114384075,22212
1321,40575.206624855375,39488
17720,41744.35187022281,43190
5778,40602.7195064925,41956
21397,43339.821178047336,44424
23896,49414.77511400577,48126
22734,24688.635307714936,22212
13720,32047.40448973761,29616
4166,39818.68514726263,39488
1441,38832.82366827629,39488
555,5184.913604740711,6170
2462,33473.290325863425,38254
3900,39176.72137809434,39488
10279,18801.920489102922,20978
21347,27269.966094525793,28382
748,38947.49366897309,44424
13830,15720.808815457689,19744
12794,12314.342785369787,6170
4718,39332.60455511066,37020
2784,39176.72137809434,38254
17462,13510.888620102003,12340
21823,36081.909409766726,38254
2416,38635.83960721281,44424
17314,31378.040131204543,35786
10720,18985.09196321167,17276
717,19099.76196390847,19744
24840,35710.49881831155,37020
7876,26343.861145234347,23446
8487,31703.394487647212,30850
3640,21951.5336361601,17276
3855,23533.302649302233,19744
1675,53064.16914789733,48126
16638,26229.191144537548,25914
4368,56145.280821542554,56764
15721,47631.06668883483,45658
24482,15821.7785214721,18510
13934,25688.309373656015,19744
1579,3658.1703548728306,6170
6317,25601.039962323994,28382
8738,34784.50616129244,37020
20749,16545.94405873473,17276
16711,50455.43777172167,50594
700,42312.74652274147,37020
18250,33986.77150738018,38254
6289,12085.002783976188,8638
6671,6381.459439472927,6170
1474,10888.456949243973,6170
3415,41556.22504514873,41956
21616,37649.97812822647,38254
7401,6381.459439472927,6170
308,5084.0561909986445,8638
13220,25289.385900563713,24680
23988,12456.52566770371,9872
4137,23262.749471589115,23446
4840,28081.40104312045,29616
17087,18985.09196321167,14808
15664,24445.595011638947,18510
24367,37521.60783284728,35786
1832,3502.399470128861,9872
8960,10773.786948547173,8638
18240,20296.307798640686,14808
22129,16362.660292353636,13574
14667,14592.764454137425,19744
6330,35981.05199602466,40722
21677,16660.61405943153,14808
1726,39020.95049335038,37020
14493,53321.02203092804,53062
10701,40717.3895071893,39488
4152,20369.876915290315,19744
23158,11159.010126957084,8638
16375,40717.3895071893,38254
22663,39291.50367106348,34552
19038,24248.61095057546,24680
1670,29993.36747139824,29616
15932,8077.898453311857,12340
10968,27898.11727673935,27148
22155,37406.93783215048,34552
6161,11970.33278327939,9872
15827,35595.94110988709,37020
3502,24762.204424364565,19744
19195,31932.73448904081,28382
15133,-403.95973906575216,3702
15111,23249.049176906727,24680
2575,5354.497076439414,7404
13293,27398.336389904984,29616
8834,38933.68108201836,38254
11923,51665.796193408634,61700
9426,59139.23537612811,67870
2569,4726.233601953515,6170
18197,20296.307798640686,18510
8937,40061.72544333862,38254
4431,26770.18520769143,23446
339,10659.116947850374,11106
12667,24573.965307018138,27148
19988,30621.518653611794,30850
9661,30621.518653611794,30850
21575,26059.71996511119,32084
431,15166.114457621421,13574
14733,32162.074490434406,35786
7657,42156.86334572516,40722
15156,7692.675274901942,9872
20506,51496.212721709926,62934
18860,44765.70701417315,48126
9858,9462.571113118158,7404
12056,26628.114617629846,34552
3018,11740.99278188579,11106
15633,6610.799440866525,6170
15928,20525.647800034283,22212
21439,37750.94783424088,32084
11445,7679.087272491898,7404
23447,19099.76196390847,19744
675,46860.84491655969,55530
16476,27412.036684587376,25914
3023,12470.2259623861,9872
16330,17275.064946962695,18510
1983,31960.13507840559,30850
16196,22180.8736375537,20978
1533,30007.06776608063,28382
14654,30534.249242279777,29616
22775,17018.324356204314,20978
16051,18985.09196321167,18510
3272,43110.48117665374,43190
22167,47846.81868781838,50594
1847,9462.571113118158,7404
13005,36494.533177541416,39488
24035,4712.645599543467,8638
2393,20484.546915987114,16042
19690,6638.312322503648,7404
21353,15491.468814064092,18510
2044,47631.06668883483,43190
7574,27769.74698136016,23446
22999,8463.009339449423,8638
11322,13909.812093194309,9872
21791,5299.58360543751,3702
486,43569.16117944093,40722
17970,47846.81868781838,54296
1448,37750.94783424088,35786
2715,19714.32514371198,17276
23272,18315.839896950944,14808
24165,30121.737766777427,27148
23846,24573.965307018138,20978
14507,33074.479145043464,30850
12505,29080.962816789182,25914
2772,22180.8736375537,24680
4057,28966.292816092384,24680
24579,33716.33062193941,29616
808,37865.61783493767,32084
15378,6610.799440866525,6170
20233,54861.57786775066,56764
16945,49043.36452255059,57998
13954,7807.345275598741,6170
5527,15450.367930016924,19744
18698,36966.913475011,44424
20098,6523.642321806849,8638
6377,27655.07698066336,29616
9999,30992.929245066975,32084
20679,27769.74698136016,27148
19840,30493.036065960263,30850
20352,10773.786948547173,8638
21230,15234.728223305714,18510
5961,46934.414033209316,45658
8357,40717.3895071893,37020
10683,4840.903602650314,6170
1694,30621.518653611794,27148
24972,37352.02436114857,39488
5993,37865.61783493767,35786
5168,49258.89193698946,53062
20494,27769.74698136016,28382
1351,33386.02091453141,28382
35,5299.58360543751,4936
21493,27884.416982056962,22212
4138,32047.40448973761,30850
16841,36852.2434743142,35786
24907,37237.35436045177,38254
21670,21782.062456733744,20978
17532,45137.005313355985,53062
18692,36338.65000052511,35786
1210,26330.160850551958,28382
8666,6610.799440866525,8638
5797,38676.940491259986,38254
24803,41913.823049649174,38254
7823,41900.12275496678,45658
1746,23606.759473679514,20978
8910,56516.69141299772,51828
16434,10659.116947850374,13574
381,34642.43557123087,28382
14413,17958.129600178156,17276
16864,27769.74698136016,27148
22504,51509.913016392326,56764
2680,33473.290325863425,39488
1223,39020.95049335038,38254
5701,34656.13586591325,32084
9154,29080.962816789182,32084
18989,9503.784289437672,8638
6551,33486.99062054581,32084
6980,16592.000293747238,16042
21334,34642.323278958516,35786
11448,12598.596257765288,7404
23701,37379.424950513356,40722
4694,35939.95111197749,35786
9795,21836.8636354633,27148
12703,43569.16117944093,46892
5809,16133.320290960039,16042
4653,30850.858655005395,33318
23411,32418.815081192784,29616
6196,41359.24098408524,45658
14384,10659.116947850374,6170
16539,10970.771009610655,11106
16220,18870.421962514873,19744
12655,2461.6245201406077,8638
18297,29080.962816789182,28382
2060,22708.16740602519,17276
8586,10659.116947850374,7404
15826,13281.548618708404,9872
17189,40488.0495057957,37020
18763,36980.613769693395,30850
9473,23735.129769058705,24680
23366,48502.37045939672,55530
8359,19214.431964605268,16042
16541,11740.99278188579,8638
20227,26343.861145234347,24680
6046,12085.115076248532,7404
19975,32161.962198162066,37020
4311,16802.68464949311,17276
568,27655.07698066336,25914
19284,44995.04701556675,49360
1691,31932.73448904081,32084
12712,31547.62360290324,35786
5866,38507.469311833614,41956
8518,27398.224097632643,25914
3081,51739.25301778592,50594
7418,3786.5406502520204,6170
6752,21552.722455340143,16042
12,10645.528945440326,6170
22501,25999.85114314395,25914
17251,43183.93800103102,40722
15652,48401.40075338231,48126
5619,37365.72465583096,39488
19986,23492.089472982712,27148
5167,25999.85114314395,20978
1553,36325.06199811506,41956
20729,43454.49117874414,49360
1884,40373.37950509891,41956
20029,40900.56098129805,39488
5147,35013.84616268604,29616
21864,34656.13586591325,37020
22248,37750.94783424088,39488
15358,56672.574590014054,62934
14057,40488.0495057957,37020
13834,31662.293603600043,27148
8243,15849.17911083688,16042
23945,36210.39199741826,34552
11886,6266.789438776128,6170
16376,19099.76196390847,17276
7222,34784.50616129244,38254
8886,27769.74698136016,24680
22118,6610.799440866525,6170
21979,32162.074490434406,25914
5528,22107.304520904072,19744
15661,42542.08652413507,41956
11493,7692.675274901942,6170
18152,33216.54973510505,37020
14080,33129.280323773026,37020
8050,13625.558620798802,11106
15613,61234.37327851464,65402
3518,20410.977799337485,22212
20787,38933.68108201836,41956
15702,34912.87645667163,38254
23161,12314.342785369787,12340
22455,3873.697769311689,3702
20161,-1944.4032836160227,9872
12460,40089.126032703396,39488
18221,13396.218619405205,11106
18893,36325.06199811506,38254
23837,48928.694521853795,51828
18566,18700.950783088512,18510
16391,18160.069012206975,18510
15862,40258.709504402104,41956
17763,39176.83367036669,37020
4128,5184.913604740711,6170
13006,29695.413704320352,29616
13781,43569.16117944093,40722
6681,49158.03452324739,50594
24467,7692.7875671742895,6170
19920,37521.60783284728,35786
13802,17903.216129176253,13574
1103,19443.77196599887,13574
19305,15464.068224699311,13574
7070,41528.71216351161,45658
2739,22180.8736375537,16042
3198,40061.72544333862,40722
14001,32047.40448973761,34552
23806,49272.59223167185,44424
19483,3873.697769311689,3702
19162,41615.98157484362,43190
4067,27756.046686677775,29616
3298,40717.3895071893,38254
5886,19998.466323835135,16042
12737,18985.09196321167,17276
24601,40602.7195064925,39488
618,23863.500064437892,20978
390,3502.399470128861,3702
119,15051.44445692462,9872
2206,15193.627339258546,11106
